Name,Photo,URL,Submitted by,Why I like it,Welfie Teen Council,Associated with School / District,Sourced from (School Districts etc.),Jared's Rating,Jared's Review,Audrea's Review,Audrea's Rating copy,Elisabeth's Rating,Elisabeth's Review,Luis' Rating,Luis' Review,Jackie's Rating,Jackie's Review,Pam's Review,Pam's Rating,Susan's Review,Susan's Rating,Nneka's Review,Nneka's Ratings,Nicole's Review,Nicole's Rating,Gillians Rating,Gillian's Review,Teachers or Teens,Welfie Review,Welfie Rating,Letter Grade,Welfie Video Review,Their Featured Video,Type of Resources,Health Awareness Month,Medium(s),Social Media,Target Community,Target Audience,Commonly Used Language,Clinical Diagnosis (DSM-V),Type of Organization,Pricing Page,Pros,Cons,Affordability Rating,LGBTQ+ Friendly,Tech. Equity,Rated by Teens,Typeform rating,Racial/Ethnic Focus,Gender Focus,Geographic Focus,When to Use,Therapy Services,Health Service Providers,Emotional Wheel,Conflicts of Interest,ZIP,CITY,COUNTY,STATE,Type of Medicine,Approvals,Covered By,Similar to,Rate & Review URL,RATE ME,Finalized By,Created By,Last Modified By,Created Time,Presented by,FIND OUT MORE,Share,Share with a Friend,Vetted?,Health Ed,Lesson,Field 73,Personalize Form,Get Personal Health Content
Nadia Addesi,A_viral_tweet_about_diet_culture_has_created_a_lot_of_buzz._Heres_... (https://v5.airtableusercontent.com/v1/19/19/1689739200000/sXGHA6RSh0LZECXu_KS4Bg/vPHFGcDbQ3V6k11gTNfCO2Ll6RweSvZW0lquOni8iEgf9y1BLwSu3aGkaSjSlx6gkX_Fpb_x1zmDDm39sRY69_vtIO2beWRLpcEMb0Px5fEztSxKhhs0nWEhGbaynhgghBebA24Zh1wy7qlFmhHK6iE5-T--XMDZ5YXVL0l-Ib8/_0pd3E0KjRTg1KYRocElDhZjV4aOQTHplTL66uWo6-8),https://www.tiktok.com/@nadiaaddesi?lang=en,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,4,She creates content about different scenarios she has dealt with as a psychotherapist as well as her own mental health issues.,,"We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.
",,,,,Digital,,Social Media,"TikTok,Instagram",Family,"Highschool: 9-12,Young Adult: 17-21,Adult: 21+","Mental Health,Anxiety,Depression",,,,Patient Focused,"On-line only,English Only",4,1,1,,,None,None,,Health Promotion,No,Not Applicable,,,,,,,,,,,,,,sa as,WELFIE,7/9/2021 2:22 PM,welfie-green.png (https://v5.airtableusercontent.com/v1/19/19/1689739200000/dsbcUfVN4cgPlxrO07AAVQ/sASM2eS_rxf-U-C8zQwSFT41WjYWii0l1T9_Ykjg8RGeK0130TayGjmlHU43f0kljBbCm1bxWFbmcjiGI0V3mwUvSDSG9bAcM6NxDNlx7ww/jUJfFy0aG1mL8Pv-yRrsq7ifp-vz36YYWvLgSAbb0gA),https://www.tiktok.com/@nadiaaddesi?lang=en,https://welfie.typeform.com/to/fI4Rlemr,https://welfie.typeform.com/to/fI4Rlemr,NOT YET,,,,https://welfie.typeform.com/to/FfIibrMT,https://welfie.typeform.com/to/FfIibrMT
Dr. Mariel Buqué,,https://www.instagram.com/dr.marielbuque/,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,4,Dr. Buqué talks about the process of healing from trauma or other mental health issues and the steps one can take.,,"We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.
",,,,,Digital,,Social Media,Instagram,Family,"Adult: 21+,Young Adult: 17-21",Mental Health,,,,Patient Focused,"On-line only,English Only",4,1,1,,,None,None,,Health Promotion,No,Not Applicable,,,,,,,,,,,,,,sa as,WELFIE,7/9/2021 2:28 PM,welfie-green.png (https://v5.airtableusercontent.com/v1/19/19/1689739200000/dsbcUfVN4cgPlxrO07AAVQ/sASM2eS_rxf-U-C8zQwSFT41WjYWii0l1T9_Ykjg8RGeK0130TayGjmlHU43f0kljBbCm1bxWFbmcjiGI0V3mwUvSDSG9bAcM6NxDNlx7ww/jUJfFy0aG1mL8Pv-yRrsq7ifp-vz36YYWvLgSAbb0gA),https://www.instagram.com/dr.marielbuque/,https://welfie.typeform.com/to/fI4Rlemr,https://welfie.typeform.com/to/fI4Rlemr,NOT YET,,,,https://welfie.typeform.com/to/FfIibrMT,https://welfie.typeform.com/to/FfIibrMT
Nawal Mustafa,Nawal_Mustafa_Clubhouse_Profile_Followers_Statistics_(nawalmustafa) (https://v5.airtableusercontent.com/v1/19/19/1689739200000/oOFCZBlDBw1VynYHEMBeFQ/oLKpzfglWz-cbtjHioDJ824NtJYs2yTPh4GlrAxhkYRkl_k3CBxOMEsav8tgYs0tE1RS4OmrVzTUe3XVOlPuJ1TYJy-KRRihPXwnLp7P6_LvP_Cdw3QCqbe3nRymqQhrFRVWaqP-yu-EjV-SbGTAIu_L4weMvY9YTmgK_xdtLrg/Ca2bxMDxlGXJ0WKlS3ZEtuw0EoI4UKr-dpfVwOQV7nY),https://www.instagram.com/thebraincoach/,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,4,She helps fight the stigma of different mental illnesses by talking about the many signs and symptoms that are associated with them and how to do best handle these symptoms.,,"We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.
",,,,,Digital,,Social Media,Instagram,Family,"Highschool: 9-12,Young Adult: 17-21,Adult: 21+","Mental Health,Depression,sadness,Anxiety",,,,Patient Focused,"On-line only,English Only",4,1,1,,,None,None,,Health Promotion,No,Not Applicable,,,,,,,,,,,,,,sa as,WELFIE,7/9/2021 2:32 PM,welfie-green.png (https://v5.airtableusercontent.com/v1/19/19/1689739200000/dsbcUfVN4cgPlxrO07AAVQ/sASM2eS_rxf-U-C8zQwSFT41WjYWii0l1T9_Ykjg8RGeK0130TayGjmlHU43f0kljBbCm1bxWFbmcjiGI0V3mwUvSDSG9bAcM6NxDNlx7ww/jUJfFy0aG1mL8Pv-yRrsq7ifp-vz36YYWvLgSAbb0gA),https://www.instagram.com/thebraincoach/,https://welfie.typeform.com/to/fI4Rlemr,https://welfie.typeform.com/to/fI4Rlemr,NOT YET,,,,https://welfie.typeform.com/to/FfIibrMT,https://welfie.typeform.com/to/FfIibrMT
Anxiety Canada,Anxiety_Canada__Sun_Life_Lumino_Health (https://v5.airtableusercontent.com/v1/19/19/1689739200000/Qe73Y4cRmomIBr3860wR2Q/McjTiPFiwEv5B-WRMuEcZIaCEVeLW5-DtnIqmIa0aUWS8Oo-dzcWoDgvWjXLErYAVDDvA1HR9GWEc_jKXZmDZoB9UnsrYVllKYcetOITZexpqNnzwbm8l098kJqSLyD4/S3l54EMXJMcSel0w9uQbEvZ3sw662RLpbNBGRn7pmp0),https://www.anxietycanada.com/,Gillian Torza,,,,,,,,,,,4,"As someone who has had problems with major anxiety in the past, I think that the way this website has specific resources for each age group is very important. This allows anyone to get the help they need regardless of age. ",,,,,,,,,,,5,This website explains what anxiety can look like in different age groups and how people can try to deal with the anxiety they are experiencing.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,"Website,Mobile App",,Family,"K-12,Adult: 21+","Mental Health,Anxiety",,Non-profit,https://www.anxietycanada.com/mindshift-groups/,"Patient Focused,Evidenced Based,Accepts Insurance",On-line only,3,1,2,,,None,None,,Health Promotion,Yes,Therapists,,,,Vancouver,,,,,,,,,,sa as,Luis Garcia,7/13/2021 1:08 PM,,https://www.anxietycanada.com/,,,,,,,https://welfie.typeform.com/to/FfIibrMT,https://welfie.typeform.com/to/FfIibrMT
Therapy for Black Girls,Therapy_For_Black_Girls (https://v5.airtableusercontent.com/v1/19/19/1689739200000/lWtcZcUWWia8mDSs17PchQ/Jx9Ij_X0do_lACaIABNsjvOWlCv_b4g6vg-Ypov4JNdDVkIOYZgS7ngc5YFjFifgwtsq5zbKb0CckFpTU3mlVFJnhemcguocQ4MUG2p1ge4/yCjns-BdlHkP0zVqhTz_YkTuDvMwRMbbSdfwtaZFABE),https://therapyforblackgirls.com/,Gillian Torza,,,,,3,"Ito ay siguro nakaka appeal sa mga tao na involved sa community na ito. Pag kita ko itong website na ito, na intrigued ako sa UX design nila kasi talagang parang hindi sya mental health na website, although, alam moo na mental health website sya dahil sa website domain nya. Very straight forward itong website na ito pero wala syang masyadong resources para sa pag tulong ng mga tao pero meron syang mga podcast.",,,,,,,,,,,,,,,,,5,This website helps end the stigma of therapy among Black women and helps women find the right therapist for them.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Website,,Family,"Young Adult: 17-21,Adult: 21+",Mental Health,,For Profit,https://community.therapyforblackgirls.com/,"Equity Focused,Patient Focused",On-line only,2,1,1,,,Black,Female,,Health Promotion,Yes,Therapists,,,,,,,Non-Pharmaceutical,,,,,,,sa as,Jared Pueblo,7/16/2021 8:03 AM,,https://therapyforblackgirls.com/,,,,,,,https://welfie.typeform.com/to/FfIibrMT,https://welfie.typeform.com/to/FfIibrMT
Therapy for Black Men,Home_-_Therapy_for_Black_Men (https://v5.airtableusercontent.com/v1/19/19/1689739200000/RKpChQLN_z1q3_qXa2pPjQ/aO5_PhhkXjDfRPFldbD9ndVUcI_6w9smRq_YdEf0i3Gl_ISLs81sID32I1Y7tcUev38V8FkXeHIPGzfX2AzP6A0CpapseJlMCh-9GXrOqcpA4xBncCyxpoEIYJxGIt4B/IFncwuNunIwve52JeVQ6Ecmfu4taC_f_giXLOxp6fE8),https://therapyforblackmen.org/,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,5,This website helps end the stigma of therapy among Black men and helps men find the right therapist for them.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Website,,Family,"Young Adult: 17-21,Adult: 21+",Mental Health,,For Profit,,"Equity Focused,Patient Focused",On-line only,2,1,1,,,Black,Male,,Health Promotion,Yes,"Therapists,Coaches",,,,,,,Non-Pharmaceutical,,,,,,,sa as,WELFIE,7/16/2021 8:47 AM,,https://therapyforblackmen.org/,,,,,,,https://welfie.typeform.com/to/FfIibrMT,https://welfie.typeform.com/to/FfIibrMT
Andy Riemer,Andy_Riemer__Harvard_Conference_for_Gender_and_Sexuality (https://v5.airtableusercontent.com/v1/19/19/1689739200000/YzVaY9Sn_YFVItkQ0Ajwsg/P_fJPB6kRU8iyB057ztikyJncam41n4KpZd2b5uzrrEgNyLL4zvErsYhNM4KL93BeHLL4ZwjreZruf09ypUkAQRqq1mVRa24dum4SQrp2e0Y5sNnVG91Fok2cEmXGVR5UNX6moLEusc2IByj2Eocug/_PZ_bZxkjyOjpAegTCmnr0FSF-WLw7Ywx98blDLguGw),https://twitter.com/andyr20,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,3,He is a mental health advocate that posts and reposts information about different mental health issues and relevant news regarding thes topics.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Social Media,twitter,Family,"Highschool: 9-12,Young Adult: 17-21,Adult: 21+",Mental Health,,,,"Equity Focused,Evidenced Based",On-line only,4,4,1,,,None,None,,Health Promotion,No,,,,,,,,,,,,,,,sa as,WELFIE,7/21/2021 11:55 AM,,https://twitter.com/andyr20,,,,,,,https://welfie.typeform.com/to/FfIibrMT,https://welfie.typeform.com/to/FfIibrMT
Neuro Organics,Mental_Health__NEUROorganics (https://v5.airtableusercontent.com/v1/19/19/1689739200000/WMJdHxugGzUkakImOCuDjA/KO_m8ZXJehmGdkhUwRDpDNTRXMrfyLDdgjlI6KauXEKkmMe1QX3sg8l2aqF51EXWB7Nk0oKEvFRnVkY_JJr2ekwl9wpmWEHmKLFCOTpKe1Ng86AWqq3OQdkx7sNPPfgP/uVPwPhLTvKeBeUhossk3bgRFb7G_Cg5TAGMzT7GPR5M),https://www.neuroorganics.com/,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,3,This website offers affordable therapy sessions that revolve around your relationship of yourself and others. It promotes the usage of this website for young adults as well.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,May- Mental Health month,Website,,"Family,Business","Middle: 7-8,Highschool: 9-12,Young Adult: 17-21,Adult: 21+",Mental Health,,For Profit,https://www.neuroorganics.com/pricing-plan,Patient Focused,On-line only,1,1,1,,,None,None,,Health Promotion,Yes,Therapists,,,,,,,Non-Pharmaceutical,,,,,,,sa as,WELFIE,8/4/2021 6:03 AM,,https://www.neuroorganics.com/,,,,,,,,
Aurum App,Aurum_-_best_therapy_app_stress_anxiety._on_Windows_PC_Download_... (https://v5.airtableusercontent.com/v1/19/19/1689739200000/NJtEA_N0rIsJIalF5QQtVA/Bt59JBtF7XA1kayEi8a-5f2C_VZdb_mpDPynvbaYi8nrtTVNQvbTLBsFaALv-PM6ePA-ePr1EiQ2jtfMBX-t1H8_zz9ENiAtZKhU1GqcEQsYR772w64QpSlSpfVxYIPZGb5l0zbw3Kr-WQOH2Pxp4sU1k-PtJ1zBPISS-srN-Hg/H-0vSra9SDSfocoxO_w9Ij4tRzflAip65R8K39mshbg),https://www.aurumwellness.in/,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,4,This app allows people to have access to affordable counseling at all times. There are different sections of the app that allow you to work at your own pace or get more help if wanted.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,May- Mental Health month,Mobile App,,"Family,Business","Highschool: 9-12,Young Adult: 17-21,Adult: 21+",Mental Health,,For Profit,https://www.aurumwellness.in/,Patient Focused,On-line only,1,1,1,,,None,None,,On Demand Treatment,Yes,Coaches,,,,,,,Non-Pharmaceutical,,,,,,,sa as,WELFIE,8/4/2021 6:18 AM,,https://www.aurumwellness.in/,,,,,,,,
Now and Me,NowMe_-_Crunchbase_Company_Profile__Funding (https://v5.airtableusercontent.com/v1/19/19/1689739200000/zdQiqMwXi0VAw05iuf_haA/FsbeM7tMp-xCPwgzbnesQPapG-iOIl5cj7p4BgGX6nlczOiDtKXlAe-EAY1mPuAjT6Y24tf3OJW3SSBq9bw6z5X9lGhiT88BHwhmVYLbpcNn5yk3wo0ZdfjIaWWoe20t7CT6XIjAM1M2jUqOYFPPgQ/HuvB0UfgNiHMX-mDNXcIB3fhjI0-3u2azb3eIaZ_OKg),https://nowandme.com/,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,4,This website allows someone to interact with other people that are going through similar experiences as them. There are many different categories that allows people to find a very unique and personalized community.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Website,"Instagram,twitter",Community Based Organizations,"Highschool: 9-12,Young Adult: 17-21","Mental Health,Anxiety,Depression,stress","Depression,Anxiety",Non-profit,,Young Adult Focused,On-line only,4,4,1,,,None,None,,Health Promotion,No,Not Applicable,,,,,,,Non-Pharmaceutical,,,,,,,sa as,WELFIE,8/4/2021 6:56 AM,,https://nowandme.com/,,,,,,,,
The Loveland Foundation,Donating_to_The_LoveLand_Foundation_-_Etta__Billie (https://v5.airtableusercontent.com/v1/19/19/1689739200000/leEej4Lh5Gt237Tbf66LNQ/UbGKedFQ6u5vdtai0E4XEbghpFCgUMSX7l1eyDmMpgl5GfD6pI8VFHt3KUv9MkJc6-y0SGi89Cwm-p4HUoL3tRhrON55NfVh_CXx6eMbQdvUyYCcWnAPjkTX5eyGBL2saQnmGbn-ipL4k75i6cjBsw/P4wfE9zxMWRIxVjiXbCQArO28IN_UbuV0Q6fns0ETn8),d                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  c,Gillian Torza,,,,,3,Itong website na ito ay maganda kung hindi ka naghahanap ng tulong tungkol sa mental health mo. Ang pangalan nga naman ay talaga tungkol sa pag donate at pag fund ng mga community of color. Ang focus nila ay para sa mga Black women and girls.,,,,,,,,,,,,,,,,,5,This website allows Black women to apply for funding for therapy services. People can also donate money towards the important cause.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Website,"Facebook,Instagram",Community Based Organizations,"Highschool: 9-12,Young Adult: 17-21,Adult: 21+",Mental Health,,Non-profit,,Equity Focused,On-line only,4,1,2,,,Black,Female,,Health Promotion,No,Not Applicable,,,,,,,Non-Pharmaceutical,,,,,,,sa as,Jared Pueblo,8/4/2021 7:46 AM,,d                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  c,,,,,,,,
We R Native,We_R_Native_-_Technology__Adolescent_Mental_Wellness (https://v5.airtableusercontent.com/v1/19/19/1689739200000/mUC7GwPbQXZ8G8YuRnWO8Q/LGjOpQj3o0CDnlL8rnrrrRDT3dsLmdsqqoMDYIF4kjnDVH31UcGk30NOO-tgKicvQHj0OBFBW4PLdkXsp8EOUpsnR-y6LZbBIPcldUyOYNSUgGGQoPqz1GZwLArr38c_vGblqCfV0qjKPT0OktemeQ/OLZnQgEyWPrI1V1uhQFmu5tTBXQ8bqBUGZQZfdeWRNk),https://www.wernative.org/,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,5,This website deals with many different topics both general and ones that affect the indigenous community. It offers free resources and people to talk to.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Website,"Facebook,Instagram,youtube",Community Based Organizations,"Highschool: 9-12,Middle: 7-8,Young Adult: 17-21","Anxiety,Mental Health,Depression","Depression,Suicidal Thoughts,Anxiety",Non-profit,,"Equity Focused,Evidenced Based",On-line only,4,4,1,,,"Indigienous,First Nations / Native",None,,"Health Promotion,On Demand Treatment",No,Not Applicable,,,,,,,,,,,,,,sa as,Elisabeth R Vermeulen,8/5/2021 7:05 AM,,https://www.wernative.org/,,,,,,,,
Strong Hearts,The_Southern_Ute_Drum__StrongHearts_Native_Helpline_scales_to_... (https://v5.airtableusercontent.com/v1/19/19/1689739200000/IkDRLPGB-nQLy_7-UpoDZg/6d1GDPn2fObfwU74ZmPvuY6olGMbE_6zPHB_BlirmajUPjUwChA1lgN4G_jfRHcVC8QA3vNHLyHSu6ltScGarkLR_jTBFKrRNVb9khPhe1XsGkMj6gk0oAfy207Gni9Ysg7XGoTOL473PjYNw-2CE4BoHKuuN6PaSxRdN3cPRw8/5wikzrPV_CQMqFjzToxywKeGphBRwRKDbnVWUe-VayI),https://strongheartshelpline.org/,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,5,This website offers free resources and the ability to talk to someone about different issues many Native people face. It also has a safety feature that allows someone to quickly exit the site if someone is watching.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Website,"Facebook,Instagram,youtube",Community Based Organizations,"Highschool: 9-12,Young Adult: 17-21,Adult: 21+","Mental Health,Abuse,Depression",,Non-profit,,"Equity Focused,Patient Focused",On-line only,4,3,2,,,"Indigienous,First Nations / Native",None,,"On Demand Treatment,Preventive",No,volunteers,,,,,,,,,,,,,,sa as,WELFIE,8/5/2021 9:27 AM,,https://strongheartshelpline.org/,,,,,,,,
Latinx Therapy,Latinx_Therapy(tm)__Podcast__Directory_(latinxtherapy)__Twitter (https://v5.airtableusercontent.com/v1/19/19/1689739200000/8YlhmLjHNFIgftlpUVjk8Q/lI6tqcSEsDm6rkoVP2j0lqpDfByrkTwYYZCQA3A_akNjlST3hLZynFKHUYefV_4f5bPyOQURZRui686WmMam5VFu6CJ9o8EfX6tX--wrgRcJwIZE6H2UlEwfoNoDRJO13hGFQnacT1JSOyS84fpVteTfzFqxegdG-G0wVo3CiPs/2-ZGp4ScLfKHg3auXIkSqIKrP3m2oLTbNZm7KD_PZ2I),https://latinxtherapy.com/,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,4,This website helps people in the Latinx community find competent therapists and speakers near them. It also shows different podcasts and books that touch upon different mental health aspects.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Website,"podcast,Instagram,youtube",Community Based Organizations,"Highschool: 9-12,Elementary: 1-5,Young Adult: 17-21,Adult: 21+","Mental Health,Anxiety,Depression",,Non-profit,,"Equity Focused,Patient Focused,Family Centric",,4,2,2,,,Latinx,None,,"Health Promotion,Preventive",Yes,Therapists,,,,,,,,,,,,,,sa as,WELFIE,8/5/2021 9:35 AM,,https://latinxtherapy.com/,,,,,,,,
Therapy for Latinx,Therapy_For_Latinx_-_Find_Your_Therapist_(therapy4latinx)__Twitter (https://v5.airtableusercontent.com/v1/19/19/1689739200000/GqH60ghBsLx94IJ3fUMhaw/rAvFcKFhNFsDl2qhSI38uNOoPaQajscpZsO5N3s70M8ejr9uEwnM7cjst-YZOWDcn-FjdmHDO5Zlc7-nntnPRQJYT4oXAkFbACeb-Xn47pVpwGqgG249iLo4_Dggw_MlFql2V8Rt4EieJ4XZSAhOPyaF4nx7-a66oSjuYraf-2I/QQL7VKGuuWnvPwCa2xSSzMKz5nXBfSZEIi2PY5r24ao),https://www.therapyforlatinx.com/,Gillian Torza,,,,,,,,,,,4,I think that the way this website organizes the steps you should take to get help is very straightforward and would allow people to see the process in simpler terms.,,,,,,,,,,,5,This website connects people in the Latinx community with therapist nearby. It also has a wide range of resources including crisis hotlines and a free mental health screening.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Website,"Facebook,Instagram",Community Based Organizations,"Highschool: 9-12,Middle: 7-8,Young Adult: 17-21,Adult: 21+","Mental Health,Depression,Anxiety",,Non-profit,,"Equity Focused,Patient Focused",On-line only,4,3,2,,,Latinx,None,,"On Demand Treatment,Preventive",Yes,Therapists,,,,,,,,,,,,,,sa as,Luis Garcia,8/5/2021 9:51 AM,,https://www.therapyforlatinx.com/,,,,,,,,
Melanin and Mental Health,Home_-_Melanin__Mental_Health(r) (https://v5.airtableusercontent.com/v1/19/19/1689739200000/DiS5CxnUze1QPXuW_wJWhQ/y8YT2KG-a82XGdtPsHFAndzB400tooHhB50saUrGMTiPIcEFaonTy3N5hcgqD-gDQHniEqEsdvx7Gi6sKzVaknX08OAdLY7xMSgA-QTDFofm4Lhrykwunkx7WYOrIVz6/WY2BhMzAvDEz5Mp9CR8AMBSqxAYI6_hc6_kDvMA_Dh8),https://www.melaninandmentalhealth.com/,Gillian Torza,,,,,,,,,,,,,,,,,,,,,,,5,This website helps people find therapist near them asl well a multitude of resources that focus on Black and Latinx communities.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Website,"Facebook,Instagram,podcast,youtube,twitter",Community Based Organizations,"Highschool: 9-12,Young Adult: 17-21,Adult: 21+","Mental Health,Anxiety,Depression",,Non-profit,,"Equity Focused,Patient Focused",On-line only,4,2,2,,,"Black,Latinx",None,,"Health Promotion,Preventive",Yes,Therapists,,,,,,,,,,,,,,sa as,WELFIE,8/5/2021 10:00 AM,,https://www.melaninandmentalhealth.com/,,,,,,,,
Asians Do Therapy,AsiansDoTherapy (https://v5.airtableusercontent.com/v1/19/19/1689739200000/00K9vhPdLMT8haJcQgg7cQ/X6ulZRB3xcpQDfvfbU4xQq3_-WYoAI0iDy6SK7zl39osl4DFtu4Njbel8M7_i4T-qDfxcymfLmkFkPuyI6OHJLCbKKSTAutVVrBV1S9PNzY/5D-lhUYaRhMUF2sJ_Rtm-IkPTCWDngcKvRxlHqMd4Fo),https://asiansdotherapy.com/,Gillian Torza,,,,,4,Itong asiansdotherapy.com ay nakakarelate dahil tayong mga kababayan ay Asian kaya nakaka appeal sa atin. Maganda din ang straightforwardness nila sa interface design at madali mahanap ang mga resources nila. Ang mga stories at ang mga images ay nakaka appeal sa mga Asian na tao din.,,,4,"AsiansDoTherapy is an exciting resource to bring to the (Air)table! I love that it's catered to the Asian community. Our mental health hasn't had much light shined upon for so long, and it's amazing to see more resources being offered to us. I also love that they show celebrities who are advocates of therapy - indeed shows others that just about anyone can benefit from treatment.",,,,,,,,,,,,,3,"This website is still in its beginning stages, but it is a great place to start when deciding to go to therapy and how to look for a good therapist. It is also accumulating resources in a range of mental health topics. ",,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Website,"Facebook,Instagram",Community Based Organizations,"Highschool: 9-12,Young Adult: 17-21,Adult: 21+","Mental Health,Depression",,Non-profit,,"Equity Focused,Patient Focused",On-line only,4,1,1,,,Asian,None,,"Health Promotion,Preventive",No,Not Applicable,,,,,,,,,,,,,,sa as,Elisabeth R Vermeulen,8/6/2021 5:17 AM,,https://asiansdotherapy.com/,,,,,,,,
Asian Mental Health Collective,APISAA_Therapist_Directory_--_Asian_Mental_Health_Collective (https://v5.airtableusercontent.com/v1/19/19/1689739200000/kTuVNMH81gi21ZZVYMzMGA/g9Yo7glyvM-LgUuXXavyU3n4c5XTgEr9I1n7pn77qSM9asq0nng4GsEcBwIhUpDbA4gsuoECHLCaNmmAnfWRk-JwzAmQZFJZblSwkrUlV90A6FCIDb-f5__YYjQCqKnU8C4G0880lAoXryvCU8EIBSkD264LMQFp69j0RUxP_3E/XHSMIfn7G21DMhlQmAqYPtCMBTv-W1OJ8ErP-jKDtcY),https://www.asianmhc.org/,Gillian Torza,,,,,3,"Medyo maraming nangyayari dito sa website na ito at medyo compacted lahat. Marami syang words pero marami naman din mga resources, pero yun lang, hindi sya nakaka appeal dahil ang mga pictures nila ay hindi nakaka stand out. Ang mga information ay meron din variety kasi na mention nila rin ang LGBTQ+ community tapos sa Asian community din kaya maganda ang mga resources dito.",,,5,"Wow - I appreciate how there's a more niched community within the overall Asian community. My younger sister, who's been seeking mental health support, is apart of two minority groups: Asian and LGBTQ+. Speaking as her older sister, it warms my heart to know that there's a resource like this out there for her.",,,,,,,,,,,,,4,This website many different resources and community groups to join for the Asian community. This website is great to turn to when wanting to gain more information regarding mental health within the Asian community.,,We plan to provide expert reviews about this mental health resource here. This is a temporary place holder.,,,,,Digital,,Website,"Facebook,Instagram,youtube",Community Based Organizations,"Highschool: 9-12,Young Adult: 17-21,Adult: 21+","Mental Health,Anxiety,Depression",,Non-profit,,"Equity Focused,Patient Focused",On-line only,4,3,2,,,Asian,None,,"Health Promotion,Preventive",No,Not Applicable,,,,,,,,,,,,,,sa as,Elisabeth R Vermeulen,8/6/2021 5:23 AM,,https://www.asianmhc.org/,,,,,,,,
Thymia,,https://thymia.ai/,Steven Moyo,Video games to assess mental health. .So cool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,Anonymous,10/15/2021 10:23 AM,,https://thymia.ai/,,,,,,,,
A Home Within,Screen Shot 2021-12-30 at 1_09_38 PM.png (https://v5.airtableusercontent.com/v1/19/19/1689739200000/p3B1ZFGzCMj0NlrplqlRhg/mSeTeDWZXHID-t4qu5lfmrfxkWAtuL7d2Nxur-RiyykqV15w4lQGR72zZ7DUSZ4dCUuJHKRD8N1VlN0Q6z4tOBrOEUYYGJWPSmrwbaXPDwxg72PnWYAUL3A16oQlEMrB/VVNLfDiWe2nDRM0nztRl7oJkrSEnduxeM-s_8Y5t8q8),https://www.ahomewithin.org/,Elisabeth Vermeulen,"As a former foster youth, I felt that it was important to highlight the group of kids out there who may be in need of mental health support, especially during the pandemic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Garcia,Elisabeth R Vermeulen,12/29/2021 7:19 PM,,https://www.ahomewithin.org/,,,,,,,,
